Order Date,Customer Name,Region,Category,Sales,Profit,Month,year
2020-04-11,Henry MacAllister,South,Office Supplies,108.752,0.1533,4,2020
2020-04-11,Jack Lebron,East,Technology,115.12,-4.746,4,2020
2020-04-11,Jack Lebron,East,Office Supplies,92.768,1.4672,4,2020
2020-04-11,Sample Company A,Central,Office Supplies,142.364,-17.046,4,2020
2020-04-11,Luke Weiss,West,Office Supplies,145.86,14.2324,4,2020
2020-04-12,Bill Donatelli,East,Office Supplies,145.7,13.365,4,2020
2020-04-12,Bill Donatelli,East,Office Supplies,160.96,17.982,4,2020
2020-04-13,Yana Sorensen,West,Furniture,456.704,-38.2116,4,2020
2020-04-13,Rob Williams,West,Office Supplies,925.92,302.373,4,2020
2020-04-13,Rob Williams,West,Office Supplies,103.28,2.376,4,2020
2020-04-13,Dave Poirier,East,Office Supplies,99.92,1.683,4,2020
2020-04-14,Alan Barnes,East,Office Supplies,121.856,21.3408,4,2020
2020-04-14,Dorothy Wardle,South,Furniture,210.272,-32.2192,4,2020
2020-04-14,Christine Sundaresam,East,Furniture,280.352,9.0882,4,2020
2020-04-14,Craig Leslie,Central,Office Supplies,96.76,4.2048,4,2020
2020-04-14,Alan Barnes,East,Office Supplies,95.592,2.5536,4,2020
2020-04-14,Christine Sundaresam,East,Office Supplies,110.776,3.5022,4,2020
2020-04-14,Alan Barnes,East,Office Supplies,117.872,5.0286,4,2020
2020-04-14,Harry Marie,East,Furniture,166.45,20.1015,4,2020
2020-04-15,Noel Staavos,West,Office Supplies,100.14,36.4044,4,2020
2020-04-15,Adam Hart,West,Furniture,225.45,70.722,4,2020
2020-04-15,Shahid Hopkins,South,Office Supplies,98.89,2.0049,4,2020
2020-04-15,Bart Pistole,South,Office Supplies,107.57,-11.937,4,2020
2020-04-15,Shirley Daniels,Central,Office Supplies,97.736,7.2576,4,2020
2020-04-15,Andrew Allen,South,Office Supplies,114.552,5.4432,4,2020
2020-04-16,Joel Eaton,West,Furniture,128.833,-6.049,4,2020
2020-04-16,Joel Eaton,West,Office Supplies,235.92,2.0592,4,2020
2020-04-16,Edward Becker,South,Office Supplies,517.24,9.5448,4,2020
2020-04-16,Paul Lucas,Central,Office Supplies,80.52,2.065,4,2020
2020-04-16,Natalie DeCherney,Central,Office Supplies,120.046,-44.2782,4,2020
2020-04-16,Natalie DeCherney,Central,Office Supplies,130.896,-4.7784,4,2020
2020-04-16,Roy Französisch,East,Office Supplies,111.71,-10.054,4,2020
2020-04-16,Edward Becker,South,Technology,109.98,1.5588,4,2020
2020-04-16,Jesus Ocampo,West,Office Supplies,115.74,12.222,4,2020
2020-04-16,Natalie DeCherney,Central,Office Supplies,154.544,-7.7292,4,2020
2020-04-17,Bruce Geld,East,Furniture,109.312,5.2773,4,2020
2020-04-17,Brendan Murry,Central,Office Supplies,212.136,-43.9056,4,2020
2020-04-17,Pamela Stobb,West,Furniture,265.352,-19.1058,4,2020
2020-04-17,Pamela Stobb,West,Technology,290.89,46.7313,4,2020
2020-04-17,Sharelle Roach,West,Technology,2579.985,-3399.98,4,2020
2020-04-17,Pamela Stobb,West,Office Supplies,114.9,3.597,4,2020
2020-04-17,Sharelle Roach,West,Office Supplies,100.964,-6.5736,4,2020
2020-04-17,Pamela Stobb,West,Office Supplies,130.14,13.5072,4,2020
2020-04-17,Sharelle Roach,West,Office Supplies,131.736,7.2576,4,2020
2020-04-17,Sharelle Roach,West,Office Supplies,138.594,-15.8356,4,2020
2020-04-17,Sharelle Roach,West,Office Supplies,127.03,-9.223,4,2020
2020-04-17,Pamela Stobb,West,Office Supplies,114.38,3.4686,4,2020
2020-04-17,Pamela Stobb,West,Office Supplies,159.04,11.2896,4,2020
2020-04-20,Brad Eason,East,Technology,152.382,-24.4764,4,2020
2020-04-20,Christina VanderZanden,Central,Office Supplies,195.86,70.4928,4,2020
2020-04-20,Sarah Jordon,Central,Furniture,344.058,-18.1176,4,2020
2020-04-20,Cynthia Voltz,East,Office Supplies,348.704,33.2704,4,2020
2020-04-20,Brad Eason,East,Office Supplies,874.544,-21.2136,4,2020
2020-04-20,Sarah Jordon,Central,Furniture,120.56,-6.188,4,2020
2020-04-20,Sarah Jordon,Central,Office Supplies,93.76,3.546,4,2020
2020-04-20,Brad Eason,East,Office Supplies,89.7,-6.38,4,2020
2020-04-20,Cynthia Voltz,East,Office Supplies,133.336,5.7753,4,2020
2020-04-20,Christina VanderZanden,Central,Office Supplies,128.56,18.28,4,2020
2020-04-20,Sanjit Jacobs,Central,Furniture,136.4,-52.17,4,2020
2020-04-20,Cynthia Voltz,East,Furniture,137.408,9.5418,4,2020
2020-04-20,Cynthia Voltz,East,Furniture,149.968,10.3936,4,2020
2020-04-21,Shirley Jackson,Central,Office Supplies,114.264,-243.16,4,2020
2020-04-21,Joni Wasserman,West,Furniture,185.6,34.146,4,2020
2020-04-21,Janet Martin,East,Furniture,938.82,227.205,4,2020
2020-04-21,Joni Wasserman,West,Technology,118.54,3.462,4,2020
2020-04-21,Katherine Nockton,Central,Office Supplies,91.736,7.2576,4,2020
2020-04-21,Resi Pölking,Central,Office Supplies,119.694,-4.7145,4,2020
2020-04-21,Resi Pölking,Central,Office Supplies,99.934,-4.9878,4,2020
2020-04-21,Katherine Nockton,Central,Technology,116.976,8.3958,4,2020
2020-04-22,Meg O'Connel,East,Furniture,265.352,0.0,4,2020
2020-04-22,Bruce Degenhardt,South,Office Supplies,689.06,87.7578,4,2020
2020-04-22,Gary McGarr,West,Furniture,109.28,6.2152,4,2020
2020-04-23,Parhena Norris,South,Furniture,109.952,-11.6928,4,2020
2020-04-23,Jay Fein,West,Furniture,112.36,26.544,4,2020
2020-04-23,Jay Fein,West,Office Supplies,113.88,30.186,4,2020
2020-04-23,Sally Knutson,East,Office Supplies,139.71,36.813,4,2020
2020-04-23,Sally Knutson,East,Office Supplies,163.94,35.3626,4,2020
2020-04-23,Sean Christensen,Central,Technology,178.34,55.9224,4,2020
2020-04-23,Parhena Norris,South,Furniture,415.136,-14.5176,4,2020
2020-04-23,Greg Guthrie,East,Office Supplies,107.76,-7.84,4,2020
2020-04-23,Greg Guthrie,East,Office Supplies,112.344,1.8704,4,2020
2020-04-23,Parhena Norris,South,Office Supplies,97.0,1.05,4,2020
2020-04-23,Sean O'Donnell,West,Office Supplies,131.688,7.008,4,2020
2020-04-23,Sean O'Donnell,West,Furniture,114.664,3.3534,4,2020
2020-04-23,Jay Fein,West,Furniture,149.14,7.9662,4,2020
2020-04-23,Parhena Norris,South,Technology,132.408,11.9196,4,2020
2020-04-23,Tamara Dahlen,East,Office Supplies,150.9,15.372,4,2020
2020-04-24,Linda Southworth,East,Technology,100.98,4.8986,4,2020
2020-04-24,Art Ferguson,Central,Office Supplies,121.784,-18.196,4,2020
2020-04-24,Damala Kotsonis,East,Office Supplies,139.28,12.41,4,2020
2020-04-24,Christine Phan,South,Office Supplies,147.568,-21.294,4,2020
2020-04-24,Susan Vittorini,West,Technology,601.0,34.5,4,2020
2020-04-24,Michael Granlund,West,Office Supplies,81.81,0.6516,4,2020
2020-04-24,Damala Kotsonis,East,Office Supplies,92.188,-0.99,4,2020
2020-04-24,Damala Kotsonis,East,Office Supplies,110.518,-5.7638,4,2020
2020-04-24,Art Ferguson,Central,Office Supplies,104.43,-18.2525,4,2020
2020-04-25,Speros Goranitis,West,Technology,133.97,22.6737,4,2020
2020-04-25,Rob Lucas,West,Furniture,367.981,28.4102,4,2020
2020-04-25,Larry Hughes,West,Office Supplies,85.896,0.6672,4,2020
2020-04-25,Mick Brown,West,Office Supplies,104.904,4.5188,4,2020
2020-04-25,Parhena Norris,South,Office Supplies,116.048,5.256,4,2020
2020-04-25,Lauren Leatherbury,West,Office Supplies,136.05,8.763,4,2020
2020-04-25,Lauren Leatherbury,West,Office Supplies,164.344,27.504,4,2020
2020-04-25,Parhena Norris,South,Office Supplies,174.92,6.792,4,2020
2020-04-26,Larry Blacks,Central,Furniture,87.988,-1.4413,4,2020
2020-04-26,Philisse Overcash,West,Office Supplies,122.34,9.3564,4,2020
2020-04-26,Philisse Overcash,West,Office Supplies,125.28,19.2472,4,2020
2020-04-27,Henry MacAllister,West,Furniture,152.58,39.0824,4,2020
2020-04-27,Arthur Prichep,West,Office Supplies,169.92,33.4584,4,2020
2020-04-27,Cynthia Voltz,Central,Furniture,269.2656,-42.1096,4,2020
2020-04-27,Arthur Prichep,West,Office Supplies,87.39,5.6994,4,2020
2020-04-27,Cynthia Voltz,Central,Office Supplies,171.12,11.592,4,2020
2020-04-27,Arthur Prichep,West,Office Supplies,148.3,12.298,4,2020
2020-04-28,Janet Lee,South,Technology,773.984,84.5982,4,2020
2020-04-28,Matt Connell,East,Office Supplies,117.384,0.7336,4,2020
2020-04-28,Matt Connell,East,Office Supplies,133.848,0.7704,4,2020
2020-04-28,Jack Lebron,South,Office Supplies,116.08,5.265,4,2020
2020-04-29,Filia McAdams,East,Furniture,1088.35,-69.89,4,2020
2020-04-29,Kean Thornton,East,Office Supplies,106.91,2.4059,4,2020
2020-04-30,Dionis Lloyd,East,Office Supplies,109.96,28.332,4,2020
2020-04-30,Alan Dominguez,West,Office Supplies,175.96,80.3404,4,2020
2020-04-30,Mick Hernandez,South,Furniture,256.704,-8.2764,4,2020
2020-04-30,Quincy Jones,East,Technology,719.58,-158.102,4,2020
2020-04-30,Quincy Jones,East,Office Supplies,108.896,-9.264,4,2020
2020-04-30,Ann Steele,South,Office Supplies,108.528,4.8525,4,2020
2020-04-30,Ann Steele,South,Office Supplies,119.608,1.6704,4,2020
2020-04-30,Nick Zandusky,West,Office Supplies,116.24,7.553,4,2020
2020-04-30,Neoma Murray,East,Office Supplies,94.76,2.8224,4,2020
2020-04-30,Erin Ashbrook,West,Office Supplies,117.78,4.0098,4,2020
2020-04-30,Don Jones,West,Office Supplies,94.56,14.9744,4,2020
2020-04-30,Saphhira Shifley,South,Technology,124.376,0.7425,4,2020
2020-04-30,Saphhira Shifley,South,Furniture,103.68,6.216,4,2020
2020-04-30,Jeremy Farry,East,Office Supplies,119.368,3.6288,4,2020
2020-04-30,Mick Hernandez,South,Office Supplies,126.842,-3.5508,4,2020
2020-04-30,Ann Steele,South,Office Supplies,119.952,3.8844,4,2020
2020-04-30,Tony Chapman,Central,Office Supplies,123.372,-69.3952,4,2020
2020-04-30,Don Jones,West,Furniture,151.96,21.4368,4,2020
2020-05-01,Arthur Gainer,South,Office Supplies,215.608,1.4976,5,2020
2020-05-01,Arthur Gainer,South,Furniture,335.352,-15.7176,5,2020
2020-05-01,Caroline Jumper,South,Furniture,952.262,-458.1468,5,2020
2020-05-01,Sanjit Jacobs,South,Technology,997.9,18.093,5,2020
2020-05-01,Caroline Jumper,South,Furniture,2821.92,0.0,5,2020
2020-05-01,Caroline Jumper,South,Office Supplies,92.328,0.416,5,2020
2020-05-02,Dorothy Wardle,East,Furniture,159.93,12.993,5,2020
2020-05-02,Elizabeth Moffitt,West,Technology,193.56,59.0372,5,2020
2020-05-02,Dorothy Dickinson,West,Office Supplies,95.7,7.065,5,2020
2020-05-02,Dorothy Dickinson,West,Office Supplies,142.4,15.824,5,2020
2020-05-02,Dorothy Dickinson,West,Office Supplies,146.52,15.4752,5,2020
2020-05-03,Bill Overfelt,East,Furniture,394.47,-112.041,5,2020
2020-05-03,Darren Budd,West,Office Supplies,790.44,45.8064,5,2020
2020-05-03,Bill Overfelt,East,Office Supplies,121.0,2.8,5,2020
2020-05-03,Bill Overfelt,East,Office Supplies,112.388,-17.592,5,2020
2020-05-03,Mike Kennedy,West,Office Supplies,149.96,6.6584,5,2020
2020-05-03,Mike Kennedy,West,Office Supplies,143.92,12.4416,5,2020
2020-05-03,Bill Overfelt,East,Furniture,149.448,7.3008,5,2020
2020-05-03,Darren Budd,West,Office Supplies,150.52,19.4656,5,2020
2020-05-03,Bill Overfelt,East,Office Supplies,155.2,-44.94,5,2020
2020-05-04,Lindsay Williams,West,Technology,232.96,20.6955,5,2020
2020-05-04,Chris Cortes,West,Office Supplies,260.16,72.948,5,2020
2020-05-04,Lindsay Williams,West,Furniture,329.904,11.2839,5,2020
2020-05-04,Mike Kennedy,South,Office Supplies,621.44,165.7176,5,2020
2020-05-04,Muhammed Yedwab,East,Office Supplies,92.202,-1.5414,5,2020
2020-05-04,Shahid Hopkins,East,Office Supplies,87.313,-1.9275,5,2020
2020-05-04,Muhammed Yedwab,East,Office Supplies,93.396,-7.5168,5,2020
2020-05-04,Lindsay Williams,West,Office Supplies,103.61,8.4528,5,2020
2020-05-04,Mike Kennedy,South,Office Supplies,130.4,15.552,5,2020
2020-05-04,Mike Kennedy,South,Office Supplies,97.11,4.0995,5,2020
2020-05-04,Mike Kennedy,South,Office Supplies,123.91,4.5657,5,2020
2020-05-05,Lisa Hazard,West,Furniture,136.991,-152.9847,5,2020
2020-05-05,Arianne Irving,East,Office Supplies,117.68,3.2064,5,2020
2020-05-05,Darren Koutras,West,Office Supplies,111.16,11.58,5,2020
2020-05-05,Lisa Hazard,West,Office Supplies,120.552,-7.3232,5,2020
2020-05-05,Yana Sorensen,South,Office Supplies,150.5,15.525,5,2020
2020-05-05,Lisa Hazard,West,Office Supplies,147.24,7.434,5,2020
2020-05-06,Toby Carlisle,East,Office Supplies,108.2,29.6,5,2020
2020-05-06,Doug Bickford,West,Office Supplies,122.416,27.4352,5,2020
2020-05-06,Mick Brown,South,Office Supplies,155.12,39.689,5,2020
2020-05-06,Trudy Schmidt,West,Office Supplies,188.94,41.2938,5,2020
2020-05-06,Jeremy Farry,Central,Technology,231.968,28.7952,5,2020
2020-05-06,Max Ludwig,Central,Technology,454.744,76.6395,5,2020
2020-05-06,Dorothy Badders,Central,Furniture,650.4648,-119.1918,5,2020
2020-05-06,Mick Brown,South,Technology,672.168,70.5564,5,2020
2020-05-06,Dorothy Badders,Central,Office Supplies,803.68,-57.951,5,2020
2020-05-06,Max Ludwig,Central,Office Supplies,94.408,0.6408,5,2020
2020-05-06,Dorothy Badders,Central,Office Supplies,110.06,-18.802,5,2020
2020-05-06,Gary Zandusky,South,Office Supplies,153.66,18.0378,5,2020
2020-05-06,Mick Brown,South,Office Supplies,144.541,-52.5481,5,2020
2020-05-07,Carlos Soltero,West,Technology,462.944,52.493,5,2020
2020-05-07,Rick Wilson,Central,Furniture,517.8,119.2,5,2020
2020-05-07,Rick Wilson,Central,Furniture,1495.65,423.0085,5,2020
2020-05-07,Rick Wilson,Central,Furniture,131.64,7.4592,5,2020
2020-05-07,Rick Wilson,Central,Office Supplies,165.444,18.4604,5,2020
2020-05-07,Adam Bellavance,West,Technology,171.99,28.7964,5,2020
2020-05-08,Michelle Moray,West,Office Supplies,114.08,22.7024,5,2020
2020-05-08,Don Jones,East,Furniture,141.058,-23.7822,5,2020
2020-05-08,Penelope Sewall,West,Technology,3409.952,1049.985,5,2020
2020-05-08,Maribeth Dona,East,Furniture,157.992,-2.0568,5,2020
2020-05-08,Ed Braxton,Central,Office Supplies,163.472,14.5152,5,2020
2020-05-09,Laurel Beltran,West,Office Supplies,116.96,2.6784,5,2020
2020-05-09,Laurel Beltran,West,Office Supplies,139.28,26.07,5,2020
2020-05-09,Laurel Beltran,West,Office Supplies,188.92,46.225,5,2020
2020-05-09,Laurel Beltran,West,Technology,217.98,87.9912,5,2020
2020-05-09,Matt Connell,South,Furniture,240.0,25.875,5,2020
2020-05-09,Laurel Beltran,West,Furniture,300.85,63.107,5,2020
2020-05-09,Matt Connell,South,Office Supplies,134.232,22.0158,5,2020
2020-05-11,Julie Kriz,Central,Office Supplies,100.416,-14.8832,5,2020
2020-05-11,Todd Sumrall,West,Furniture,233.979,-356.9643,5,2020
2020-05-11,Julie Kriz,Central,Office Supplies,89.248,0.5904,5,2020
2020-05-11,Julie Kriz,Central,Office Supplies,90.848,2.14,5,2020
2020-05-11,Liz Pelletier,West,Office Supplies,87.032,9.4366,5,2020
2020-05-11,Julie Kriz,Central,Furniture,118.996,-6.9965,5,2020
2020-05-11,Liz Pelletier,West,Office Supplies,113.44,16.848,5,2020
2020-05-11,Liz Pelletier,West,Office Supplies,129.59,17.6673,5,2020
2020-05-11,Zuschuss Carroll,East,Office Supplies,149.92,12.7368,5,2020
2020-05-12,Chloris Kastensmidt,East,Office Supplies,133.6,42.048,5,2020
2020-05-12,Cynthia Arntzen,East,Technology,137.4,34.96,5,2020
2020-05-12,Alyssa Crouse,Central,Office Supplies,173.92,-15.99,5,2020
2020-05-12,Charles Sheldon,West,Office Supplies,266.62,4.7724,5,2020
2020-05-12,Charles Sheldon,West,Furniture,306.48,-10.7055,5,2020
2020-05-12,Julie Prescott,East,Office Supplies,96.272,1.1556,5,2020
2020-05-12,Cynthia Arntzen,East,Office Supplies,83.16,2.9568,5,2020
2020-05-12,Charles Sheldon,West,Office Supplies,101.77,2.0979,5,2020
2020-05-12,Jonathan Howell,East,Office Supplies,90.904,1.9926,5,2020
2020-05-12,Cynthia Arntzen,East,Office Supplies,118.0,4.42,5,2020
2020-05-12,Charles Sheldon,West,Office Supplies,119.168,6.4692,5,2020
2020-05-12,Cynthia Arntzen,East,Furniture,131.85,15.426,5,2020
2020-05-12,Alyssa Crouse,Central,Office Supplies,131.24,-53.072,5,2020
2020-05-13,Brian Moss,Central,Office Supplies,218.96,81.432,5,2020
2020-05-13,Carl Weiss,East,Office Supplies,323.52,149.76,5,2020
2020-05-13,Mick Hernandez,East,Furniture,504.43,-124.431,5,2020
2020-05-13,Brian Moss,Central,Office Supplies,549.34,95.4612,5,2020
2020-05-13,Brian Moss,Central,Technology,611.97,158.7519,5,2020
2020-05-13,Brian Moss,Central,Office Supplies,935.97,411.7365,5,2020
2020-05-13,Brian Moss,Central,Office Supplies,88.94,7.3206,5,2020
2020-05-13,Frank Hawley,South,Office Supplies,104.768,2.3364,5,2020
2020-05-13,Ross Baird,West,Office Supplies,142.48,27.4856,5,2020
2020-05-14,Greg Tran,Central,Office Supplies,100.864,26.9024,5,2020
2020-05-14,Anthony Jacobs,East,Technology,111.97,18.8937,5,2020
2020-05-14,Anthony Jacobs,East,Furniture,298.96,23.5764,5,2020
2020-05-14,Ken Black,West,Office Supplies,485.19,206.8893,5,2020
2020-05-14,Amy Hunt,East,Technology,564.97,134.9925,5,2020
2020-05-14,Greg Tran,Central,Furniture,911.43,-12.849,5,2020
2020-05-14,Pauline Johnson,West,Technology,1433.93,601.9699,5,2020
2020-05-14,Anthony Jacobs,East,Office Supplies,83.76,1.0904,5,2020
2020-05-14,Darren Powers,East,Office Supplies,106.04,1.764,5,2020
2020-05-14,Anthony Jacobs,East,Office Supplies,112.7,6.615,5,2020
2020-05-14,Pauline Johnson,West,Furniture,98.28,6.2152,5,2020
2020-05-14,Greg Tran,Central,Technology,128.992,0.6993,5,2020
2020-05-14,Amy Hunt,East,Office Supplies,143.58,5.8708,5,2020
2020-05-14,Greg Tran,Central,Office Supplies,152.952,16.1838,5,2020
2020-05-14,Darren Powers,East,Office Supplies,149.784,7.745,5,2020
2020-05-14,Eva Jacobs,South,Office Supplies,130.69,23.8581,5,2020
2020-05-14,Anthony Jacobs,East,Office Supplies,135.2,9.3,5,2020
2020-05-14,Darren Powers,East,Office Supplies,132.17,-46.536,5,2020
2020-05-14,Greg Tran,Central,Office Supplies,133.2,5.775,5,2020
2020-05-14,Ken Black,West,Office Supplies,151.4,1.932,5,2020
2020-05-14,Anthony Jacobs,East,Office Supplies,171.0,37.0,5,2020
2020-05-15,Jason Fortune-,West,Furniture,265.96,24.858,5,2020
2020-05-15,Joseph Airdo,West,Office Supplies,108.552,5.6376,5,2020
2020-05-15,Joy Daniels,Central,Technology,86.12,3.475,5,2020
2020-05-15,Joseph Airdo,West,Office Supplies,114.752,-3.168,5,2020
2020-05-15,Joseph Airdo,West,Technology,117.592,2.5893,5,2020
2020-05-15,Jason Fortune-,West,Furniture,141.96,17.1828,5,2020
2020-05-15,Jason Fortune-,West,Furniture,152.624,4.2624,5,2020
2020-05-15,Joy Daniels,Central,Office Supplies,179.704,19.1376,5,2020
2020-05-16,John Murray,East,Office Supplies,237.024,-55.256,5,2020
2020-05-18,Todd Boyes,South,Office Supplies,138.94,54.6912,5,2020
2020-05-18,Paul Prost,Central,Technology,156.95,2.299,5,2020
2020-05-18,Todd Boyes,South,Furniture,350.94,75.735,5,2020
2020-05-18,Adrian Barton,West,Technology,364.704,38.7792,5,2020
2020-05-18,Paul Prost,Central,Office Supplies,725.86,197.9208,5,2020
2020-05-18,Susan Gilcrest,Central,Office Supplies,80.996,-3.2934,5,2020
2020-05-18,Susan Gilcrest,Central,Office Supplies,89.928,0.6696,5,2020
2020-05-18,Susan Gilcrest,Central,Office Supplies,105.874,-10.6547,5,2020
2020-05-18,Toby Swindell,East,Office Supplies,102.048,1.0287,5,2020
2020-05-18,Todd Boyes,South,Office Supplies,103.24,4.4824,5,2020
2020-05-18,Brendan Murry,Central,Furniture,105.892,-0.9933,5,2020
2020-05-18,Brendan Murry,Central,Furniture,146.608,-10.1736,5,2020
2020-05-18,Toby Swindell,East,Furniture,112.56,6.2608,5,2020
2020-05-18,Todd Boyes,South,Technology,149.98,15.6744,5,2020
2020-05-18,Brosina Hoffman,East,Technology,133.048,-0.9012,5,2020
2020-05-18,Todd Boyes,South,Technology,129.75,15.6375,5,2020
2020-05-18,Paul Prost,Central,Office Supplies,160.19,20.7312,5,2020
2020-05-19,Jason Fortune-,Central,Technology,105.992,9.5992,5,2020
2020-05-19,Annie Thurman,West,Office Supplies,139.16,28.1764,5,2020
2020-05-19,Sue Ann Reed,West,Office Supplies,172.12,49.92,5,2020
2020-05-19,John Castell,South,Office Supplies,206.64,91.9508,5,2020
2020-05-19,Shahid Collister,South,Office Supplies,298.93,140.5957,5,2020
2020-05-19,Roland Schwarz,East,Technology,311.97,113.9886,5,2020
2020-05-19,Roland Schwarz,East,Office Supplies,323.34,109.7226,5,2020
2020-05-19,Adam Hart,South,Furniture,325.352,-35.3646,5,2020
2020-05-19,Roland Schwarz,East,Technology,326.98,89.3142,5,2020
2020-05-19,Shahid Collister,South,Technology,404.97,98.2722,5,2020
2020-05-19,Becky Castell,West,Furniture,704.408,42.588,5,2020
2020-05-19,Shahid Collister,South,Furniture,1652.82,374.6286,5,2020
2020-05-19,Becky Castell,West,Office Supplies,102.52,1.0208,5,2020
2020-05-19,Jason Fortune-,Central,Office Supplies,92.216,4.2952,5,2020
2020-05-19,Becky Castell,West,Office Supplies,95.58,1.395,5,2020
2020-05-19,Adam Hart,South,Office Supplies,124.888,10.1094,5,2020
2020-05-19,Becky Castell,West,Technology,117.32,10.896,5,2020
2020-05-19,Neil Ducich,South,Office Supplies,131.16,12.8184,5,2020
2020-05-19,Patrick Jones,Central,Office Supplies,145.016,13.7808,5,2020
2020-05-19,Shahid Collister,South,Technology,179.8,4.068,5,2020
2020-05-20,Nat Carroll,Central,Office Supplies,174.94,35.6238,5,2020
2020-05-20,Chuck Clark,West,Technology,383.2,38.61,5,2020
2020-05-20,Chuck Clark,West,Furniture,552.272,-97.176,5,2020
2020-05-20,Nat Carroll,Central,Office Supplies,725.76,162.0948,5,2020
2020-05-20,Rick Duston,West,Technology,1159.128,70.1955,5,2020
2020-05-20,Nat Carroll,Central,Office Supplies,95.41,3.4827,5,2020
2020-05-20,Chuck Clark,West,Furniture,119.98,3.3504,5,2020
2020-05-20,Rick Duston,West,Office Supplies,110.288,3.0044,5,2020
2020-05-20,Nat Carroll,Central,Office Supplies,137.92,8.2944,5,2020
2020-05-20,Nat Carroll,Central,Office Supplies,148.5,7.095,5,2020
2020-05-20,Allen Rosenblatt,Central,Office Supplies,115.28,19.8144,5,2020
2020-05-20,Rick Duston,West,Office Supplies,158.9,18.821,5,2020
2020-05-21,John Grady,East,Furniture,541.05,72.807,5,2020
2020-05-21,John Grady,East,Office Supplies,94.97,5.2113,5,2020
2020-05-22,Eric Hoffmann,West,Technology,113.46,25.3302,5,2020
2020-05-22,Laurel Elliston,Central,Furniture,219.986,-54.5958,5,2020
2020-05-22,Laurel Elliston,Central,Office Supplies,116.344,2.5137,5,2020
2020-05-22,Vicky Freymann,West,Office Supplies,116.78,0.7228,5,2020
2020-05-22,Laurel Elliston,Central,Office Supplies,96.592,-2.6268,5,2020
2020-05-22,Vicky Freymann,West,Office Supplies,102.84,2.8536,5,2020
2020-05-22,Rob Lucas,West,Office Supplies,155.56,18.8328,5,2020
2020-05-23,Vivek Sundaresam,West,Furniture,220.288,-6.4233,5,2020
2020-05-23,Ken Lonsdale,Central,Office Supplies,71.824,0.6156,5,2020
2020-05-23,Ken Lonsdale,Central,Office Supplies,100.188,-1.9602,5,2020
2020-05-23,Ken Lonsdale,Central,Office Supplies,132.32,-46.716,5,2020
2020-05-23,Ken Lonsdale,Central,Office Supplies,161.816,-11.5938,5,2020
2020-05-25,Trudy Brown,East,Technology,139.0,13.2,5,2020
2020-05-25,Trudy Brown,East,Office Supplies,697.92,207.475,5,2020
2020-05-25,Trudy Brown,East,Office Supplies,103.29,1.4805,5,2020
2020-05-25,Jeremy Lonsdale,Central,Office Supplies,113.136,-11.2806,5,2020
2020-05-25,Trudy Brown,East,Furniture,142.84,6.0288,5,2020
2020-05-25,Mick Hernandez,South,Office Supplies,145.84,13.428,5,2020
2020-05-26,Kimberly Carter,South,Office Supplies,248.44,62.532,5,2020
2020-05-26,Carlos Daly,West,Office Supplies,77.96,6.2208,5,2020
2020-05-26,Kimberly Carter,South,Office Supplies,126.76,0.7728,5,2020
2020-05-26,Bryan Mills,South,Technology,130.08,6.924,5,2020
2020-05-27,Roy Phan,West,Technology,125.16,9.816,5,2020
2020-05-27,James Galang,West,Technology,342.376,22.6782,5,2020
2020-05-27,James Galang,West,Office Supplies,515.15,28.629,5,2020
2020-05-27,Duane Noonan,Central,Furniture,521.3,138.417,5,2020
2020-05-27,Dianna Wilson,South,Technology,560.97,134.9925,5,2020
2020-05-27,Bart Watters,South,Technology,103.192,0.3399,5,2020
2020-05-27,Bart Watters,South,Office Supplies,115.06,-10.05,5,2020
2020-05-27,Roy Phan,West,Office Supplies,136.44,7.86,5,2020
2020-05-27,James Galang,West,Furniture,138.0,14.7,5,2020
2020-05-27,Eric Hoffmann,South,Office Supplies,146.92,9.072,5,2020
2020-05-27,Dianna Wilson,South,Office Supplies,165.34,28.0032,5,2020
2020-05-28,Tiffany House,Central,Furniture,117.869,-29.0073,5,2020
2020-05-28,Michael Dominguez,East,Office Supplies,137.13,36.2877,5,2020
2020-05-28,Alice McCarthy,East,Furniture,156.96,-64.9376,5,2020
2020-05-28,Candace McMahon,West,Technology,219.96,19.596,5,2020
2020-05-28,Lori Olson,East,Furniture,270.44,101.4504,5,2020
2020-05-28,Candace McMahon,West,Technology,291.968,54.3936,5,2020
2020-05-28,Patrick O'Donnell,South,Furniture,323.96,33.2156,5,2020
2020-05-28,Alice McCarthy,East,Office Supplies,101.872,5.0286,5,2020
2020-05-28,Tiffany House,Central,Office Supplies,94.564,-6.237,5,2020
2020-05-28,Candace McMahon,West,Office Supplies,130.552,5.4432,5,2020
2020-05-28,Michael Dominguez,East,Furniture,123.46,9.8856,5,2020
2020-05-28,Jonathan Howell,Central,Technology,128.368,4.0776,5,2020
2020-05-29,Maris LaWare,Central,Office Supplies,480.16,120.9416,5,2020
2020-05-29,Henia Zydlo,Central,Furniture,2112.424,-52.3392,5,2020
2020-05-29,Maris LaWare,Central,Furniture,113.24,2.6208,5,2020
2020-05-29,Maris LaWare,Central,Office Supplies,120.98,3.99,5,2020
2020-05-29,Jesus Ocampo,Central,Office Supplies,122.55,1.1775,5,2020
2020-05-29,Guy Thornton,Central,Office Supplies,125.92,9.396,5,2020
2020-05-29,Maris LaWare,Central,Office Supplies,130.41,19.9686,5,2020
